id;University
2994;Not in Google Scholar
2995;Technical University of Denmark
2996;Not in Google Scholar
2997;Not in Google Scholar
2998;Not in Google Scholar
2999;University of Wyoming
3;Not in Google Scholar
30;Not in Google Scholar
300;Not in Google Scholar
3000;Not in Google Scholar
3001;Duke University
3002;Duke University
3003;University of Oviedo
3004;Not in Google Scholar
3005;Not in Google Scholar
3006;University of Oviedo
3007;Universidad Oviedo
3008;Not in Google Scholar
3009;Not in Google Scholar
301;Not in Google Scholar
3010;Not in Google Scholar
3011;Mit
3012;Not in Google Scholar
3013;università di genova
3014;Università degli Studi di Genova
3015;Max Planck Institute for the Structure and Dynamics of Matter
3016;Ben Gurion University
3017;Not in Google Scholar
3018;Not in Google Scholar
3019;Not in Google Scholar
302;Not in Google Scholar
3020;University of Southampton
3021;Not in Google Scholar
3022;Not in Google Scholar
3023;Not in Google Scholar
3024;Mitsubishi Electric Research Labs
3025;Not in Google Scholar
3026;Not in Google Scholar
3027;Not in Google Scholar
3028;Ruhr-Universität Bochum
3029;Kyushu University
303;Not in Google Scholar
3030;Not in Google Scholar
3031;Nara Institute of Science and Technology
3032;University of Amsterdam
3033;Not in Google Scholar
3034;University of Connecticut
3035;Not in Google Scholar
3036;Not in Google Scholar
3037;Not in Google Scholar
3038;Not in Google Scholar
3039;Not in Google Scholar
304;Not in Google Scholar
3040;Not in Google Scholar
3041;Not in Google Scholar
3042;Not in Google Scholar
3043;Not in Google Scholar
3044;Not in Google Scholar
3045;Université de Montréal
3046;Not in Google Scholar
3047;Not in Google Scholar
3048;Not in Google Scholar
3049;Not in Google Scholar
305;University of Texas at Austin
3050;University of Edinburgh
3051;Not in Google Scholar
3052;Huazhong University of Science and Technology
3053;Not in Google Scholar
3054;Not in Google Scholar
3055;Stanford University
3056;Google
3057;Not in Google Scholar
3058;Boston University
3059;Not in Google Scholar
306;Not in Google Scholar
3060;Not in Google Scholar
3061;Middlesex University
3062;University of Oxford : Information Engineering
3063;TU Darmstadt
3064;Not in Google Scholar
3065;Not in Google Scholar
3066;Not in Google Scholar
3067;Not in Google Scholar
3068;University of Michigan
3069;Not in Google Scholar
307;Not in Google Scholar
3070;Not in Google Scholar
3071;Not in Google Scholar
3072;Not in Google Scholar
3073;UKE
3074;TU Berlin
3075;Not in Google Scholar
3076;Not in Google Scholar
3077;University College Cork
3078;Not in Google Scholar
3079;Not in Google Scholar
308;Not in Google Scholar
3080;Not in Google Scholar
3081;Not in Google Scholar
3082;Ohio University
3083;Not in Google Scholar
3084;Not in Google Scholar
3085;Not in Google Scholar
3086;Northeastern University, Boston
3087;Not in Google Scholar
3088;Not in Google Scholar
3089;Not in Google Scholar
309;Not in Google Scholar
3090;Not in Google Scholar
3091;Not in Google Scholar
3092;Università degli Studi di Napoli Federico II
3093;Not in Google Scholar
3094;Not in Google Scholar
3095;Not in Google Scholar
3096;Baylor College of Medicine
3097;Not in Google Scholar
3098;Not in Google Scholar
3099;Google
31;Not in Google Scholar
310;George Mason University
3100;Not in Google Scholar
3101;University of Glasgow
3102;University of Sydney
3103;Not in Google Scholar
3104;Not in Google Scholar
3105;University of Central Florida
3106;Marquette University
3107;University of Illinois at Urbana-Champaign
3108;Stony Brook University
3109;University of California, Los Angeles
3110;Carnegie Mellon University
3111;Not in Google Scholar
3112;Not in Google Scholar
3113;Not in Google Scholar
3114;Not in Google Scholar
3115;Not in Google Scholar
3116;MIT
3117;University of Helsinki
3118;Not in Google Scholar
3119;Not in Google Scholar
3120;Not in Google Scholar
3121;Not in Google Scholar
3122;Not in Google Scholar
3123;Stanford University
3124;Carnegie Mellon University
3125;Stanford
3126;Beijing Computational Science Research Center
3127;Not in Google Scholar
3128;Not in Google Scholar
3129;Stanford University
313;Rice University
3130;Not in Google Scholar
3131;MIT
3132;Radboud University Nijmegen
3133;Not in Google Scholar
3134;Brunel University London
3135;Not in Google Scholar
3136;University of Manitoba
3137;York University
3138;UW-Madison
3139;Eindhoven University of Technology
314;Not in Google Scholar
3140;Not in Google Scholar
3141;Not in Google Scholar
3142;Not in Google Scholar
3143;Not in Google Scholar
3144;IBM
3145;Not in Google Scholar
3146;Not in Google Scholar
3147;Not in Google Scholar
3148;Not in Google Scholar
3149;George Washington University
315;University of Oxford
3150;Tokyo Metropolitan Institute of Medical Science
3151;Not in Google Scholar
3152;Not in Google Scholar
3153;California Institute of Technology
3154;Xidian University
3155;Not in Google Scholar
3156;Not in Google Scholar
3157;Not in Google Scholar
3158;Not in Google Scholar
3159;Not in Google Scholar
316;Not in Google Scholar
3160;Not in Google Scholar
3161;Georgia Institute of Technology
3162;Not in Google Scholar
3163;Not in Google Scholar
3164;Not in Google Scholar
3165;Not in Google Scholar
3166;WIAS Berlin
3167;Hong Kong Polytechnic University
3168;Not in Google Scholar
3169;Not in Google Scholar
317;Not in Google Scholar
3170;Icahn School of Medicine at Mount Sinai
3171;CERN
3172;Not in Google Scholar
3173;Not in Google Scholar
3174;Not in Google Scholar
3175;Not in Google Scholar
3176;Not in Google Scholar
3177;Yahoo! Research
3178;University of California, Irvine
3179;Duke University
318;Not in Google Scholar
3180;University of Manitoba
3181;Not in Google Scholar
3182;Not in Google Scholar
3183;Not in Google Scholar
3184;Not in Google Scholar
3185;Pacific Northwest National Labrotory
3186;Not in Google Scholar
3187;University of Bristol
3188;Caltech
3189;Not in Google Scholar
319;Not in Google Scholar
3190;Not in Google Scholar
3191;University of Iowa
3192;Not in Google Scholar
3193;Carnegie Mellon University
3194;Not in Google Scholar
3195;Not in Google Scholar
3196;SAS Institute
3197;Instituto Superior Técnico
3198;Not in Google Scholar
3199;Not in Google Scholar
32;Not in Google Scholar
320;Not in Google Scholar
3200;Not in Google Scholar
3201;Not in Google Scholar
3202;University of North Carolina at Chapel Hill
3203;Not in Google Scholar
3204;Not in Google Scholar
3205;Not in Google Scholar
3206;Zhejiang University
3207;Not in Google Scholar
3208;Washington University
3209;Shanghai Jiao Tong University
321;Not in Google Scholar
3210;University of Science and Technology of China
3211;Not in Google Scholar
3212;University of Rochester
3213;Université de Sherbrooke
3214;Not in Google Scholar
3215;Not in Google Scholar
3216;Not in Google Scholar
3217;Dartmouth
3218;Cornell University
3219;Not in Google Scholar
322;Not in Google Scholar
3220;Not in Google Scholar
3221;Cornell University
3222;Not in Google Scholar
3223;Not in Google Scholar
3224;University of Massachusetts, Amherst
3225;Not in Google Scholar
3226;Not in Google Scholar
3227;Not in Google Scholar
3228;University of Kansas
3229;Not in Google Scholar
323;stanford university
3230;Not in Google Scholar
3231;Not in Google Scholar
3232;Not in Google Scholar
3233;Not in Google Scholar
3234;Not in Google Scholar
3235;Not in Google Scholar
3236;MIT
3237;Toyohashi University of Technology
3238;Not in Google Scholar
3239;Not in Google Scholar
324;University of Cambridge
3240;Not in Google Scholar
3241;University of Edinburgh
3242;Weizmann Institute of Science
3243;Not in Google Scholar
3244;Princeton University
3245;yale university
3246;University of Illinois, Urbana-Champaign
3247;University of Illinois at Urbana-Champaign
3248;Not in Google Scholar
3249;Not in Google Scholar
325;Not in Google Scholar
3250;Not in Google Scholar
3251;Not in Google Scholar
3252;University of Texas, Arlington
3253;University of Texas at Austin
3254;Not in Google Scholar
3255;Not in Google Scholar
3256;TU Darmstadt
3257;Universitaet Siegen
3258;Not in Google Scholar
3259;Not in Google Scholar
326;Not in Google Scholar
3260;Pierre and Marie Curie University
3261;EPFL
3262;Not in Google Scholar
3263;Not in Google Scholar
3264;Google Inc
3265;Not in Google Scholar
3266;Not in Google Scholar
3267;Not in Google Scholar
3268;Not in Google Scholar
3269;Not in Google Scholar
327;Not in Google Scholar
3270;Not in Google Scholar
3271;University of New Mexico
3272;Not in Google Scholar
3273;Boston University
3274;Not in Google Scholar
3275;Not in Google Scholar
3276;Not in Google Scholar
3277;Not in Google Scholar
3278;Not in Google Scholar
3279;Not in Google Scholar
328;Stanford University
3280;Not in Google Scholar
3281;Not in Google Scholar
3282;Not in Google Scholar
3283;Not in Google Scholar
3284;ETH Zurich
3285;Not in Google Scholar
3286;Not in Google Scholar
3287;Not in Google Scholar
3288;Carnegie Mellon University
3289;Not in Google Scholar
329;Not in Google Scholar
3290;Not in Google Scholar
3291;ETH Zurich
3292;U. Michigan
3293;Johns Hopkins University
3294;Penn State University
3295;IBM
3296;Not in Google Scholar
3297;Not in Google Scholar
3298;University of Melbourne
3299;Not in Google Scholar
33;University of Washington
330;University of California, Berkeley
3300;Not in Google Scholar
3301;Not in Google Scholar
3302;University of Bielefeld
3303;Not in Google Scholar
3304;University of Michigan
3305;Not in Google Scholar
3306;Not in Google Scholar
3307;Carnegie Mellon University
3308;Not in Google Scholar
3309;Not in Google Scholar
331;University of Rochester
3310;Not in Google Scholar
3311;Not in Google Scholar
3312;Not in Google Scholar
3313;Not in Google Scholar
3314;CMU
3315;Not in Google Scholar
3316;Not in Google Scholar
3317;TU Braunschweig
3318;Not in Google Scholar
3319;Not in Google Scholar
332;Not in Google Scholar
3320;Helmholtz Zentrum München
3321;University of Technology Sydney
3322;Hong Kong University of Science and Technology
3323;Columbia University
3324;Not in Google Scholar
3325;Italian Institute of Technology
3326;Not in Google Scholar
3327;Not in Google Scholar
3328;Not in Google Scholar
3329;Not in Google Scholar
333;Not in Google Scholar
3330;Not in Google Scholar
3331;Not in Google Scholar
3332;Google
3333;Not in Google Scholar
3334;Not in Google Scholar
3335;Cornell University
3336;Not in Google Scholar
3337;Not in Google Scholar
3338;Not in Google Scholar
3339;Universitat Pompeu Fabra
334;Not in Google Scholar
3340;Universidad de la República
3341;Duke University
3342;Not in Google Scholar
3343;Not in Google Scholar
3344;University of California San Diego
3345;Not in Google Scholar
3346;Not in Google Scholar
3347;University of California, Los Angeles
3348;Not in Google Scholar
3349;Not in Google Scholar
335;Not in Google Scholar
3350;Not in Google Scholar
3351;Uppsala University
3352;Not in Google Scholar
3353;Not in Google Scholar
3354;Google Inc
3355;Google
3356;Not in Google Scholar
3357;University of Oslo
3358;Not in Google Scholar
3359;Not in Google Scholar
336;Not in Google Scholar
3360;Not in Google Scholar
3361;Not in Google Scholar
3362;University of Delaware
3363;Not in Google Scholar
3364;University of Texas at Austin
3365;National Institute of Informatics
3366;Kyoto University
3367;University of Amsterdam
3368;National ICT Australia
3369;Not in Google Scholar
337;Not in Google Scholar
3370;Not in Google Scholar
3371;Not in Google Scholar
3372;Not in Google Scholar
3373;A*STAR
3374;Not in Google Scholar
3375;Not in Google Scholar
3376;Not in Google Scholar
3377;Not in Google Scholar
3378;University of Illinois at Chicago
3379;Not in Google Scholar
338;North-West University, South Africa
3380;Not in Google Scholar
3381;Not in Google Scholar
3382;Université de Montréal
3383;West University of Timisoara
3384;Not in Google Scholar
3385;Not in Google Scholar
3386;Not in Google Scholar
3387;Georgia Institute of Technology
3388;TU Dresden
3389;Not in Google Scholar
339;Not in Google Scholar
3390;McGill University
3391;Not in Google Scholar
3392;Not in Google Scholar
3393;Not in Google Scholar
3394;Google
3395;Not in Google Scholar
3396;University of Birmingham
3397;Not in Google Scholar
3398;Stanford University
3399;Google Inc
34;Not in Google Scholar
340;Not in Google Scholar
3400;UCLA
3401;University of Copenhagen
3402;University of Lincoln
3403;Not in Google Scholar
3404;Not in Google Scholar
3405;Not in Google Scholar
3406;Temple University
3407;Monash University
3408;University of Oxford
3409;University of Toronto
341;Carnegie Mellon University
3410;MIT
3411;University of Guelph
3412;UNSW Australia
3413;Daimler AG
3414;Not in Google Scholar
3415;university of Caen
3416;Acadia University
3417;University of Pennsylvania
3418;Not in Google Scholar
3419;Not in Google Scholar
342;Carnegie Mellon University
3420;Not in Google Scholar
3421;Not in Google Scholar
3422;Not in Google Scholar
3423;Not in Google Scholar
3424;Not in Google Scholar
3425;Not in Google Scholar
3426;Not in Google Scholar
3427;Not in Google Scholar
3428;Georgia Institute of Technology
3429;Not in Google Scholar
343;Brown University
3430;California Institute of Technology
3431;Not in Google Scholar
3432;Not in Google Scholar
3433;Not in Google Scholar
3434;Not in Google Scholar
3435;Not in Google Scholar
3436;University of Chicago
3437;Not in Google Scholar
3438;Not in Google Scholar
3439;Not in Google Scholar
344;Not in Google Scholar
3440;Howard Hughes Medical Institute
3441;Not in Google Scholar
3442;Not in Google Scholar
3443;Not in Google Scholar
3444;Facebook
3445;Not in Google Scholar
3446;Not in Google Scholar
3447;Not in Google Scholar
3448;Facebook
3449;University of California Irvine
345;Not in Google Scholar
3450;Not in Google Scholar
3451;University of Pennsylvania
3452;Not in Google Scholar
3453;Stanford University
3454;University of Chicago
3455;University of Edinburgh
3456;INRIA
3457;IUPUI
3458;Not in Google Scholar
3459;Virginia Tech
346;Not in Google Scholar
3460;Not in Google Scholar
3461;Google
3462;Not in Google Scholar
3463;Weizmann Institute
3464;Not in Google Scholar
3465;MIT
3466;San Diego State University
3467;Michigan State University
3468;Not in Google Scholar
3469;Not in Google Scholar
347;Princeton University
3470;Berlin Institute of Technology
3471;Not in Google Scholar
3472;Not in Google Scholar
3473;INSEAD
3474;Not in Google Scholar
3475;Not in Google Scholar
3476;Not in Google Scholar
3477;Not in Google Scholar
3478;Not in Google Scholar
3479;Not in Google Scholar
348;Not in Google Scholar
3480;Not in Google Scholar
3481;INSEAD
3482;Google, Inc
3483;Not in Google Scholar
3484;Not in Google Scholar
3485;Not in Google Scholar
3486;Not in Google Scholar
3487;Not in Google Scholar
3488;Not in Google Scholar
3489;Not in Google Scholar
349;Not in Google Scholar
3490;Not in Google Scholar
3491;Not in Google Scholar
3492;Microsoft
3493;University of Freiburg
3494;Not in Google Scholar
3495;Not in Google Scholar
3496;Carnegie Mellon University
3497;Not in Google Scholar
3498;University of East Anglia
3499;Royal Veterinary College
35;Not in Google Scholar
350;Google
3500;Not in Google Scholar
3501;Technical University of Crete
3502;University of California Berkeley
3503;Google
3504;Not in Google Scholar
3505;Not in Google Scholar
3506;Universität des Saarlandes
3507;Columbia University
3508;University of Glasgow, Glasgow
3509;Columbia University
351;Not in Google Scholar
3510;University of Michigan
3511;University of Kentucky
3512;Not in Google Scholar
3513;Not in Google Scholar
3514;Stanford University
3515;Not in Google Scholar
3516;Google
3517;Not in Google Scholar
3518;Not in Google Scholar
3519;Google Inc
352;Not in Google Scholar
3520;Not in Google Scholar
3521;Chapman University
3522;University of California in Irvine
3523;Not in Google Scholar
3524;University of California, Irvine
3525;Not in Google Scholar
3526;Stanford University
3527;Not in Google Scholar
3528;University of Washington
3529;Not in Google Scholar
353;Not in Google Scholar
3530;SAS Institute Inc
3531;Brigham Young University
3532;Not in Google Scholar
3533;University of Sheffield
3534;University of Western Ontario
3535;University of Bayreuth
3536;Not in Google Scholar
3537;University of California, Berkeley
3538;Not in Google Scholar
3539;Stanford University
354;Korea advanced Institute of Science and Technology
3540;Not in Google Scholar
3541;Max Planck Institute for Human Cognitive and Brain Sciences
3542;Seoul National University
3543;Massachusetts Institute of Technology
3544;Not in Google Scholar
3545;Not in Google Scholar
3546;University of New South Wales
3547;Not in Google Scholar
3548;University of Delaware
3549;Not in Google Scholar
355;Not in Google Scholar
3550;Iowa State University
3551;Colorado School of Mines
3552;Rice University
3553;Not in Google Scholar
3554;Technion - Israel Institute of Technology
3555;Princeton University
3556;HHMI
3557;Not in Google Scholar
3558;Not in Google Scholar
3559;Stanford University
356;Not in Google Scholar
3560;Not in Google Scholar
3561;Not in Google Scholar
3562;Not in Google Scholar
3563;Wesleyan University
3564;Not in Google Scholar
3565;Amazon
3566;Not in Google Scholar
3567;Not in Google Scholar
3568;Not in Google Scholar
3569;University of Florida
357;Not in Google Scholar
3570;Not in Google Scholar
3571;Not in Google Scholar
3572;Not in Google Scholar
3573;Not in Google Scholar
3574;iaotong University
3575;Not in Google Scholar
3576;Not in Google Scholar
3577;Durham University
3578;UCLA
3579;iaotong University
358;Not in Google Scholar
3580;Not in Google Scholar
3581;Aalto University
3582;Not in Google Scholar
3583;University of Illinois
3584;University of Toronto
3585;Not in Google Scholar
3586;University of Bern
3587;Not in Google Scholar
3588;University of Warwick
3589;Philipps-University Marburg
359;Not in Google Scholar
3590;Not in Google Scholar
3591;Not in Google Scholar
3592;Not in Google Scholar
3593;University of Edinburgh
3594;Not in Google Scholar
3595;Imperial College London
3596;Not in Google Scholar
3597;Not in Google Scholar
3598;Kyoto University
3599;Not in Google Scholar
36;Not in Google Scholar
360;Not in Google Scholar
3600;Not in Google Scholar
3601;Lund University
3602;Weizmann Institute of Science
3603;Not in Google Scholar
3604;Not in Google Scholar
3605;Columbia University
3606;Not in Google Scholar
3607;Baylor College of Medicine
3608;Purdue University
3609;Boston University
361;Not in Google Scholar
3610;Not in Google Scholar
3611;Not in Google Scholar
3612;Not in Google Scholar
3613;Not in Google Scholar
3614;University of Illinois at Urbana-Champaign
3615;St. John's University
3616;Not in Google Scholar
3617;Princeton University
3618;Not in Google Scholar
3619;Not in Google Scholar
362;Not in Google Scholar
3620;University of Texas, Austin
3621;University of Arkansas
3622;Brigham Young University
3623;Not in Google Scholar
3624;KU Leuven
3625;Not in Google Scholar
3626;California Institute of Technology
3627;Technische Universität Berlin
3628;Not in Google Scholar
3629;Not in Google Scholar
363;Not in Google Scholar
3630;Princeton University
3631;Not in Google Scholar
3632;Not in Google Scholar
3633;Laval University
3634;Not in Google Scholar
3635;Not in Google Scholar
3636;Not in Google Scholar
3637;Washington University in St. Louis
3638;Not in Google Scholar
3639;IBM
364;Not in Google Scholar
3640;Not in Google Scholar
3641;Case Western Reserve University
3642;Not in Google Scholar
3643;Adobe
3644;Not in Google Scholar
3645;Carnegie Mellon University
3646;Tulane University
3647;Carleton University
3648;Indian Institute of Science
3649;Not in Google Scholar
365;Not in Google Scholar
3650;Not in Google Scholar
3651;Not in Google Scholar
3652;Taiyuan University of Technology
3653;Drexel University
3654;Not in Google Scholar
3655;University of Texas at Dallas
3656;Not in Google Scholar
3657;Not in Google Scholar
3658;Not in Google Scholar
3659;Not in Google Scholar
366;Not in Google Scholar
3660;Not in Google Scholar
3661;Not in Google Scholar
3662;University of Technology Sydney
3663;Not in Google Scholar
3664;Not in Google Scholar
3665;Stanford University
3666;Not in Google Scholar
3667;Not in Google Scholar
3668;Massachusetts Institute of Technology
3669;Not in Google Scholar
367;Not in Google Scholar
3670;University College London
3671;Leiden University
3672;Not in Google Scholar
3673;Chinese University of Hong Kong
3674;MIT
3675;University of Michigan
3676;Not in Google Scholar
3677;Not in Google Scholar
3678;Not in Google Scholar
3679;University of Wisconsin Madison
368;Not in Google Scholar
3680;University of Wisconsin Whitewater
3681;Not in Google Scholar
3682;Not in Google Scholar
3683;Not in Google Scholar
3684;University of Amsterdam
3685;University of Manchester
3686;BAE Systems
3687;Columbia University
3688;University of California, Los Angeles
3689;Not in Google Scholar
369;Not in Google Scholar
3690;Not in Google Scholar
3691;Cornell University
3692;Not in Google Scholar
3693;Microsoft
3694;Google
3695;Not in Google Scholar
3696;Google
3697;Not in Google Scholar
3698;Oregon State University
3699;Not in Google Scholar
37;Georgia State University
370;Not in Google Scholar
3700;ETH Zurich
3701;University of Cambridge
3702;Technion - Israel Institute of Technology
3703;Technion
3704;OFFIS
3705;Princeton University
3706;Not in Google Scholar
3707;Not in Google Scholar
3708;Indian Institute of Technology
3709;Not in Google Scholar
371;Not in Google Scholar
3710;University of California, Riverside
3711;Not in Google Scholar
3712;Wright State University
3713;Not in Google Scholar
3714;Google
3715;Not in Google Scholar
3716;Not in Google Scholar
3717;Not in Google Scholar
3718;Not in Google Scholar
3719;Not in Google Scholar
372;Not in Google Scholar
3720;University of Cambridge
3721;Not in Google Scholar
3722;Columbia University
3723;Not in Google Scholar
3724;Not in Google Scholar
3725;Not in Google Scholar
3726;Not in Google Scholar
3727;Cornell University
3728;University of Massachusetts Amherst
3729;Not in Google Scholar
373;Not in Google Scholar
3730;University of Sussex
3731;Not in Google Scholar
3732;Not in Google Scholar
3733;Not in Google Scholar
3734;Not in Google Scholar
3735;Not in Google Scholar
3736;Politecnico di Milano
3737;Politecnico di Milano
3738;University of Colorado at Boulder
3739;Vrije Universiteit Amsterdam
374;University of Wyoming
3740;Not in Google Scholar
3741;Nanyang Technological University
3742;Not in Google Scholar
3743;Not in Google Scholar
3744;Not in Google Scholar
3745;Not in Google Scholar
3746;University of Amsterdam
3747;Not in Google Scholar
3748;Not in Google Scholar
3749;Not in Google Scholar
375;Johns Hopkins University
3750;Not in Google Scholar
3751;Not in Google Scholar
3752;University of Tübingen
3753;Not in Google Scholar
3754;Not in Google Scholar
3755;Not in Google Scholar
3756;Not in Google Scholar
3757;Not in Google Scholar
3758;ETH Zurich
3759;Not in Google Scholar
376;Temple University
3760;Carnegie Mellon University
3761;Not in Google Scholar
3762;National University of Singapore
3763;Arizona State University
3764;Carnegie Mellon University
3765;Not in Google Scholar
3766;Not in Google Scholar
3767;Not in Google Scholar
3768;Graz University of Technology
3769;Not in Google Scholar
377;University of North Texas
3770;Not in Google Scholar
3771;Not in Google Scholar
3772;Not in Google Scholar
3773;MIT
3774;Tübingen University
3775;Not in Google Scholar
3776;Cornell University
3777;University of Electronic Science and Technology of China
3778;Zhejiang University
3779;Chinese University of Hong Kong
378;Not in Google Scholar
3780;Chinese University of Hong Kong
3781;Not in Google Scholar
3782;Georgia Tech
3783;Google
3784;Yahoo! Labs
3785;Telefonica Research
3786;National Research University Higher School of Economics, Moscow
3787;Not in Google Scholar
3788;Radboud University Nijmegen
3789;Not in Google Scholar
379;Boston University
3790;UC Irvine
3791;Not in Google Scholar
3792;SRI International
3793;TNO
3794;Not in Google Scholar
3795;Not in Google Scholar
3796;University of Tokyo
3797;Google
3798;Not in Google Scholar
3799;Not in Google Scholar
38;Not in Google Scholar
380;Not in Google Scholar
3800;Perimeter Institute
3801;Not in Google Scholar
3802;Univ. of New Mexico
3803;Not in Google Scholar
3804;Not in Google Scholar
3805;University of Oxford
3806;Not in Google Scholar
3807;Not in Google Scholar
3808;University of Maastricht
3809;Not in Google Scholar
381;Not in Google Scholar
3810;Not in Google Scholar
3811;Not in Google Scholar
3812;MIT
3813;Northwestern University
3814;University of Washington
3815;Institute of Oceanology, Chinese Academy of Sciences
3816;University of California, Davis
3817;Not in Google Scholar
3818;University of Toronto
3819;University of Toronto
382;Not in Google Scholar
3820;Not in Google Scholar
3821;Olin College of Engineering
3822;Not in Google Scholar
3823;Not in Google Scholar
3824;Not in Google Scholar
3825;Boston University
3826;Not in Google Scholar
3827;Not in Google Scholar
3828;Robert Bosch GmbH
3829;MIT
383;Stanford University
3830;Not in Google Scholar
3831;Not in Google Scholar
3832;Not in Google Scholar
3833;Not in Google Scholar
3834;National University of Singapore
3835;Not in Google Scholar
3836;Pennsylvania State University
3837;Not in Google Scholar
3838;Not in Google Scholar
3839;Not in Google Scholar
384;Not in Google Scholar
3840;Tsinghua University
3841;Stanford University
3842;Not in Google Scholar
3843;Not in Google Scholar
3844;Not in Google Scholar
3845;Not in Google Scholar
3846;Not in Google Scholar
3847;Not in Google Scholar
3848;Not in Google Scholar
3849;Technische Universität Darmstadt
385;Hebrew University
3850;Not in Google Scholar
3851;Not in Google Scholar
3852;Not in Google Scholar
3853;Deakin University
3854;SRI International
3855;Deakin University
3856;University of Edinburgh
3857;Google
3858;Mitsubishi Electric Research Labs
3859;Not in Google Scholar
386;Cornell University
3860;Apple Inc
3861;Purdue University
3862;Princeton University
3863;Not in Google Scholar
3864;Not in Google Scholar
3865;Not in Google Scholar
3866;Chinese University of Hong Kong
3867;Not in Google Scholar
3868;Not in Google Scholar
3869;Not in Google Scholar
387;Not in Google Scholar
3870;Not in Google Scholar
3871;University of Maryland
3872;IIT Delhi
3873;Not in Google Scholar
3874;Not in Google Scholar
3875;Not in Google Scholar
3876;Not in Google Scholar
3877;Not in Google Scholar
3878;Amazon.com
3879;Not in Google Scholar
388;University of Toronto
3880;University of Pennsylvania
3881;TU Delft
3882;Not in Google Scholar
3883;Not in Google Scholar
3884;Not in Google Scholar
3885;Huazhong University of Science & Technology
3886;Ecole des Ponts - ParisTech
3887;Ohio State University
3888;Not in Google Scholar
3889;National University of Ireland Galway
389;Not in Google Scholar
3890;Not in Google Scholar
3891;Not in Google Scholar
3892;Not in Google Scholar
3893;University of California San Francisco
3894;Not in Google Scholar
3895;Not in Google Scholar
3896;Not in Google Scholar
3897;Middlesex University
3898;Not in Google Scholar
3899;Not in Google Scholar
39;University of Massachusetts, Amherst
390;Not in Google Scholar
3900;Not in Google Scholar
3901;Not in Google Scholar
3902;Not in Google Scholar
3903;Not in Google Scholar
3904;Not in Google Scholar
3905;Not in Google Scholar
3906;Not in Google Scholar
3907;Boston University
3908;Not in Google Scholar
3909;Boston University
391;Tel Aviv University
3910;UCLA
3911;Inria
3912;Ecole Normale Superieure
3913;Not in Google Scholar
3914;University of Hong Kong
3915;Not in Google Scholar
3916;Not in Google Scholar
3917;University of Melbourne
3918;Bloomberg
3919;Stanford University
392;Not in Google Scholar
3920;Not in Google Scholar
3921;Not in Google Scholar
3922;Not in Google Scholar
3923;University of Bath
3924;Not in Google Scholar
3925;University of Washington
3926;Not in Google Scholar
3927;University of Rochester
3928;Not in Google Scholar
3929;Not in Google Scholar
393;Not in Google Scholar
3930;Not in Google Scholar
3931;Not in Google Scholar
3932;Not in Google Scholar
3933;Not in Google Scholar
3934;Not in Google Scholar
3935;University of Minnesota, Twin Cities
3936;University of Minnesota
3937;Not in Google Scholar
3938;Technische Universität Berlin
3939;University of Illinois at Urbana-Champaign
394;University of Pittsburgh
3940;Not in Google Scholar
3941;Australian National University
3942;Not in Google Scholar
3943;Not in Google Scholar
3944;University of Georgia
3945;Not in Google Scholar
3946;Not in Google Scholar
3947;Not in Google Scholar
3948;Not in Google Scholar
3949;Not in Google Scholar
395;Northwestern University
3950;Ecole des Ponts ParisTech
3951;Ecole Centrale Paris
3952;Not in Google Scholar
3953;Not in Google Scholar
3954;Not in Google Scholar
3955;Ohio State University
3956;Medical University of South Carolina
3957;Not in Google Scholar
3958;Not in Google Scholar
3959;Not in Google Scholar
396;Not in Google Scholar
3960;Not in Google Scholar
3961;Not in Google Scholar
3962;Not in Google Scholar
3963;University of California, San Diego
3964;EPFL
3965;University of Massachusetts Amherst
3966;Not in Google Scholar
3967;Not in Google Scholar
3968;Not in Google Scholar
3969;Not in Google Scholar
397;Not in Google Scholar
3970;Not in Google Scholar
3971;Baidu Inc
3972;Not in Google Scholar
3973;Not in Google Scholar
3974;Not in Google Scholar
3975;Not in Google Scholar
3976;Carnegie Mellon University
3977;Not in Google Scholar
3978;Imperial College London
3979;University of Trento
398;Not in Google Scholar
3980;Not in Google Scholar
3981;Not in Google Scholar
3982;Not in Google Scholar
3983;Amazon
3984;Franklin and Marshall College
3985;Google Inc
3986;Not in Google Scholar
3987;Not in Google Scholar
3988;TU Kaiserslautern
3989;Berlin University of Technology
399;Not in Google Scholar
3990;University of California San Diego
3991;Princeton University
3992;Duke University
3993;McGill University
3994;Not in Google Scholar
3995;MIT
3996;Not in Google Scholar
3997;Not in Google Scholar
3998;Not in Google Scholar
3999;Strathclyde University
4;Google
40;Not in Google Scholar
400;Not in Google Scholar
4000;Not in Google Scholar
4001;Max Planck Florida Institute for Neuroscience
4002;University of California Irvine
4003;MIT
4004;Not in Google Scholar
4005;Yahoo! Labs
4006;Not in Google Scholar
4007;Not in Google Scholar
4008;Not in Google Scholar
4009;Not in Google Scholar
401;Not in Google Scholar
4010;University of New Hampshire
4011;Not in Google Scholar
4012;Not in Google Scholar
4013;NEC Laboratories America, Inc
4014;Not in Google Scholar
4015;Not in Google Scholar
4016;Not in Google Scholar
4017;Not in Google Scholar
4018;Not in Google Scholar
4019;University of Tennessee
402;Not in Google Scholar
4020;Not in Google Scholar
4021;Not in Google Scholar
4022;Not in Google Scholar
4023;Not in Google Scholar
4024;Carnegie Mellon University
4025;Ghent University
